Name,Family,GenomeType,host_class,host_order,calibrated_score_mean,calibrated_score_lower,calibrated_score_upper,bagged_prediction,zoonotic_potential
Bat associated circovirus 4,Circoviridae,ssDNA,Mammalia,Chiroptera,0.21768080791001657,0.1001674494763518,0.3811572864869699,FALSE,Medium
Bat associated circovirus 5,Circoviridae,ssDNA,Mammalia,Chiroptera,0.21399135903648445,0.0859132137020884,0.40028399680474597,FALSE,Medium
Bat associated circovirus 6,Circoviridae,ssDNA,Mammalia,Chiroptera,0.17391039043273757,0.06889672022226852,0.32922379336730356,FALSE,Medium
Bat associated circovirus 7,Circoviridae,ssDNA,Mammalia,Chiroptera,0.1604367045976467,0.05342067387460131,0.31346498447883125,FALSE,Medium
Bat associated circovirus 8,Circoviridae,ssDNA,Mammalia,Chiroptera,0.3479222480730571,0.1902919477610468,0.5848360476798637,TRUE,High
Bat associated circovirus 9,Circoviridae,ssDNA,Mammalia,Chiroptera,0.18762395802468163,0.0731629974166621,0.30225640175978863,FALSE,Medium
Bat associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Chiroptera,0.5257566011387915,0.33671801784375655,0.7733796773298536,TRUE,Very high
Bat associated cyclovirus 10,Circoviridae,ssDNA,Mammalia,Chiroptera,0.4500255055028682,0.236689930454588,0.7208635727774511,TRUE,High
Bat associated cyclovirus 11,Circoviridae,ssDNA,Mammalia,Chiroptera,0.23278065197079678,0.11143196765203278,0.39803864519579985,FALSE,Medium
Bat associated cyclovirus 12,Circoviridae,ssDNA,Mammalia,Chiroptera,0.2275762223026883,0.10971823822151816,0.40043004749522004,FALSE,Medium
Bat associated cyclovirus 13,Circoviridae,ssDNA,Mammalia,Chiroptera,0.2373879109533328,0.13094971388121,0.3639836084633007,FALSE,Medium
Bat associated cyclovirus 14,Circoviridae,ssDNA,Mammalia,Chiroptera,0.34322322838967584,0.1803060264928979,0.565898477603594,TRUE,High
Bat associated cyclovirus 15,Circoviridae,ssDNA,Mammalia,Chiroptera,0.3202912872368462,0.16155601207044462,0.5067002221617907,TRUE,High
Bat associated cyclovirus 16,Circoviridae,ssDNA,Mammalia,Chiroptera,0.3667712262506344,0.18354290966510378,0.6266453179764124,TRUE,High
Bat associated cyclovirus 2,Circoviridae,ssDNA,Mammalia,Chiroptera,0.15729846890142016,0.08308791959029141,0.2828251838473337,FALSE,Low
Bat associated cyclovirus 3,Circoviridae,ssDNA,Mammalia,Chiroptera,0.25710628827700904,0.13428338166761783,0.41880070666597313,FALSE,Medium
Bat associated cyclovirus 4,Circoviridae,ssDNA,Mammalia,Chiroptera,0.24353044444139596,0.1283988112456989,0.4111309273833349,FALSE,Medium
Bat associated cyclovirus 5,Circoviridae,ssDNA,Mammalia,Chiroptera,0.25019769354495025,0.12359813373252113,0.38887832880598383,FALSE,Medium
Bat associated cyclovirus 6,Circoviridae,ssDNA,Mammalia,Chiroptera,0.15671537840279168,0.07834725846866174,0.2610919696323669,FALSE,Low
Bat associated cyclovirus 7,Circoviridae,ssDNA,Mammalia,Chiroptera,0.2103016215279615,0.11912504678164001,0.3385150513201162,FALSE,Medium
Bat associated cyclovirus 8,Circoviridae,ssDNA,Mammalia,Chiroptera,0.29013241939668616,0.1329029080388809,0.5152233363908086,FALSE,Medium
Bat associated cyclovirus 9,Circoviridae,ssDNA,Mammalia,Chiroptera,0.29590988414772557,0.15328809942535004,0.5298182713203698,TRUE,High
Treiszetapapillomavirus 1,Papillomaviridae,dsDNA,Aves,Procellariiformes,0.3253226724023874,0.15916397846073815,0.5900717981449639,TRUE,High
Rhopapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Sirenia,0.5439835261001033,0.3310875432369217,0.8399195625972985,TRUE,Very high
Rhopapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Sirenia,0.5231374742299236,0.3097316835459418,0.8473395773667813,TRUE,Very high
Dyolambdapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Diprotodontia,0.25326183401056734,0.13717314880660128,0.3929684178471352,FALSE,Medium
Treisepsilonpapillomavirus 1,Papillomaviridae,dsDNA,Aves,Sphenisciformes,0.2200817689919801,0.10224078594173847,0.4157337155347377,FALSE,Medium
Thetapapillomavirus 1,Papillomaviridae,dsDNA,Aves,Psittaciformes,0.3853857927197033,0.21143061087612924,0.6798378524497053,TRUE,High
Dyoetapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Eulipotyphla,0.33734485284120985,0.17733471086877306,0.4898583742843047,TRUE,High
Dyophipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Eulipotyphla,0.4935776920311883,0.31347685622191424,0.7389324114372972,TRUE,Very high
Dyochipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Perissodactyla,0.26072918432295034,0.12697382860005513,0.44510876372758484,FALSE,Medium
Dyoiotapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Perissodactyla,0.13679995391065702,0.05563607203339968,0.24362426040007001,FALSE,Low
Dyoiotapapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Perissodactyla,0.33650459558650553,0.1717231522383533,0.5786387195900217,TRUE,High
Dyorhopapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Perissodactyla,0.1772072773153967,0.08173333658277757,0.2836602839100403,FALSE,Low
Treiskappapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Perissodactyla,0.3185281498313628,0.1473266115743893,0.5282045229007863,TRUE,High
Etapapillomavirus 1,Papillomaviridae,dsDNA,Aves,Passeriformes,0.2162872333967435,0.10700381299165104,0.38813970014615257,FALSE,Medium
Dyoepsilonpapillomavirus 1,Papillomaviridae,dsDNA,Aves,Galliformes,0.23605516635385068,0.10185363739340525,0.406940361995053,FALSE,Medium
Chipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.21100961202239008,0.09031391284514007,0.36774238156377737,FALSE,Medium
Chipapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.41541311607993786,0.2060336197782009,0.6426138208101733,TRUE,High
Chipapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.18220133116875795,0.07397951202943623,0.3396141253751196,FALSE,Medium
Dyonupapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.5599575450287858,0.3286932267870154,0.8144819471904907,TRUE,Very high
Dyothetapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.23740321808910556,0.11570889486760613,0.3614574717964484,FALSE,Medium
Lambdapapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.4836311139419933,0.266096130684797,0.7410738373874803,TRUE,High
Lambdapapillomavirus 4,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.31723466644704273,0.20026576712986216,0.4876216335807366,TRUE,High
Lambdapapillomavirus 5,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.4135185397624954,0.20190725411442467,0.690241472279141,TRUE,High
Omegapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.23708072541319983,0.11826008259211736,0.38892506288452855,FALSE,Medium
Taupapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.23258635036845796,0.10096483306432855,0.37574799379684964,FALSE,Medium
Taupapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.189907209177119,0.08864753382407549,0.327768840001415,FALSE,Medium
Taupapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.18870065574368566,0.10233928727997992,0.2885139328120563,FALSE,Low
Taupapillomavirus 4,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.4803620292800763,0.25846299530345485,0.6936673005173083,TRUE,High
Treisetapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Carnivora,0.31306437332945447,0.1699010299733294,0.49768964117517467,TRUE,High
Deltapapillomavirus 5,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.09273186681525518,0.03526760784017943,0.17348921219669228,FALSE,Low
Deltapapillomavirus 6,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.21256231655266603,0.10921701341108349,0.35503223275326806,FALSE,Medium
Deltapapillomavirus 7,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.18999816563684688,0.07245341979283217,0.3607078724071755,FALSE,Medium
Dyodeltapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.3029418072663153,0.14669037220856335,0.5036635265313614,TRUE,High
Dyokappapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.2177383639193023,0.10705499086116127,0.3664298070303843,FALSE,Medium
Dyokappapapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.20481455446795643,0.10113250650564881,0.3515165899464168,FALSE,Medium
Dyokappapapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.5329073105315989,0.3113648314230796,0.831100345571415,TRUE,Very high
Dyokappapapillomavirus 4,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.6710289722172185,0.43642780012774196,0.9140751566994011,TRUE,Very high
Dyokappapapillomavirus 5,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.3580263709791858,0.16002333369010335,0.5989753053365565,TRUE,High
Dyopipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.6272720329771238,0.3878320620156587,0.896986606476728,TRUE,Very high
Dyoxipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.3237576204919699,0.17798530080121966,0.5208506398881793,TRUE,High
Dyoxipapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.443899861211067,0.27055278433368635,0.6680965635199956,TRUE,High
Epsilonpapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.20350304141320955,0.10514921599858648,0.3164051589448831,FALSE,Medium
Phipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.4670790681898303,0.26452420456047865,0.7580488384001608,TRUE,High
Treisthetapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.38088813881307076,0.23682724010202966,0.6277561129900046,TRUE,High
Upsilonpapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.4267282170914079,0.2445580057629359,0.680264930543167,TRUE,High
Upsilonpapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.35911874843787756,0.15958184000886982,0.5784147150889256,TRUE,High
Upsilonpapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.419233838111259,0.23174841068268992,0.6482168922040161,TRUE,High
Xipapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.6970842951635478,0.44561954080062915,0.9195508025586473,TRUE,Very high
Xipapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.5697704314722538,0.33468131296196973,0.8115245752881115,TRUE,Very high
Xipapillomavirus 4,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.42858026506450664,0.22136497460088853,0.6739624055145321,TRUE,High
Xipapillomavirus 5,Papillomaviridae,dsDNA,Mammalia,Artiodactyla,0.5398590999212591,0.31344131673877196,0.7921324597613946,TRUE,Very high
Betapapillomavirus 6,Papillomaviridae,dsDNA,Mammalia,Primates,0.28290811873108884,0.13562077751147467,0.44142369293960165,FALSE,Medium
Dyoomikronpapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Primates,0.20707592210903314,0.10702527218374483,0.3215830991655132,FALSE,Medium
Dyosigmapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Rodentia,0.16007308944728868,0.05992172603763843,0.2824528602833417,FALSE,Low
Iotapapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Rodentia,0.218508215313411,0.09420221033789583,0.35198782966446374,FALSE,Medium
Pipapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Rodentia,0.33022419501026673,0.1760414466641388,0.5562095001869449,TRUE,High
Sigmapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Rodentia,0.5700235809059019,0.31139038115293505,0.8496361039189189,TRUE,Very high
Gammapapillomavirus 10,Papillomaviridae,dsDNA,Mammalia,Primates,0.8088604403777865,0.6070363942945469,0.9728269734044788,TRUE,Very high
Gammapapillomavirus 11,Papillomaviridae,dsDNA,Mammalia,Primates,0.6688975741414243,0.4090954315062403,0.9202375849214381,TRUE,Very high
Gammapapillomavirus 12,Papillomaviridae,dsDNA,Mammalia,Primates,0.7005564772421149,0.4311970170416368,0.9392067707338208,TRUE,Very high
Gammapapillomavirus 13,Papillomaviridae,dsDNA,Mammalia,Primates,0.5861206904181309,0.3320174837617936,0.8614993635410451,TRUE,Very high
Gammapapillomavirus 14,Papillomaviridae,dsDNA,Mammalia,Primates,0.5369000271872518,0.25757516788142454,0.8552299360482396,TRUE,High
Gammapapillomavirus 15,Papillomaviridae,dsDNA,Mammalia,Primates,0.6215341248139817,0.3577859950414777,0.8846823019879745,TRUE,Very high
Gammapapillomavirus 16,Papillomaviridae,dsDNA,Mammalia,Primates,0.6259205496643545,0.38013234697846,0.8426474210166293,TRUE,Very high
Gammapapillomavirus 17,Papillomaviridae,dsDNA,Mammalia,Primates,0.6359288089282651,0.36063725329311147,0.8799006051373324,TRUE,Very high
Gammapapillomavirus 18,Papillomaviridae,dsDNA,Mammalia,Primates,0.5169092105170845,0.26654892050388446,0.805547618287869,TRUE,High
Gammapapillomavirus 19,Papillomaviridae,dsDNA,Mammalia,Primates,0.7772873718452036,0.4945337922227382,0.9583302195402407,TRUE,Very high
Gammapapillomavirus 20,Papillomaviridae,dsDNA,Mammalia,Primates,0.7103804169597383,0.44566066530047177,0.9259617158922908,TRUE,Very high
Gammapapillomavirus 21,Papillomaviridae,dsDNA,Mammalia,Primates,0.5518888891460179,0.2949989402025848,0.8078511665882662,TRUE,Very high
Gammapapillomavirus 22,Papillomaviridae,dsDNA,Mammalia,Primates,0.7589255123112322,0.4699452112898124,0.9670394488493063,TRUE,Very high
Gammapapillomavirus 23,Papillomaviridae,dsDNA,Mammalia,Primates,0.7043778508966418,0.4053801274272094,0.9376462445671345,TRUE,Very high
Gammapapillomavirus 24,Papillomaviridae,dsDNA,Mammalia,Primates,0.7654109425789385,0.47576799840726425,0.9667563390691836,TRUE,Very high
Gammapapillomavirus 25,Papillomaviridae,dsDNA,Mammalia,Primates,0.5041782535251513,0.3030367516174426,0.7455581384604726,TRUE,Very high
Gammapapillomavirus 26,Papillomaviridae,dsDNA,Mammalia,Primates,0.6672846158380754,0.40155236156304025,0.959662577793126,TRUE,Very high
Gammapapillomavirus 27,Papillomaviridae,dsDNA,Mammalia,Primates,0.7014513951926861,0.43507581776482424,0.928779081425813,TRUE,Very high
Gammapapillomavirus 6,Papillomaviridae,dsDNA,Mammalia,Primates,0.6646157627741828,0.37268756111823736,0.8748938482140597,TRUE,Very high
Gammapapillomavirus 7,Papillomaviridae,dsDNA,Mammalia,Primates,0.6980226839191946,0.4240057951212608,0.9090496121843912,TRUE,Very high
Gammapapillomavirus 8,Papillomaviridae,dsDNA,Mammalia,Primates,0.4042479251706214,0.1884852582217351,0.6332678213990712,TRUE,High
Gammapapillomavirus 9,Papillomaviridae,dsDNA,Mammalia,Primates,0.7370702417633054,0.4823823472565384,0.939460608372564,TRUE,Very high
Mupapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Primates,0.6907871769781632,0.4204053763195036,0.9221142961108723,TRUE,Very high
Dyoomegapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.31663966681969763,0.16298257658705823,0.5288826520977674,TRUE,High
Dyopsipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.4490256162497061,0.2471727138554986,0.7231336304150588,TRUE,High
Dyotaupapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.5370045555507197,0.3319928690071308,0.8451492851631645,TRUE,Very high
Dyoupsilonpapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.7015285801146084,0.4590476699864081,0.9212692710262758,TRUE,Very high
Psipapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.39962806406931145,0.20105502362272765,0.6530317023003775,TRUE,High
Psipapillomavirus 2,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.32607784111594035,0.14276574710107437,0.5486335281144992,TRUE,High
Psipapillomavirus 3,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.34413859935596836,0.15206269516694038,0.5804564684710359,TRUE,High
Treisdeltapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.33379289452967914,0.19045682807010547,0.6172382617597034,TRUE,High
Treisiotapapillomavirus 1,Papillomaviridae,dsDNA,Mammalia,Chiroptera,0.6293459881253503,0.4235559947918769,0.8685105926767984,TRUE,Very high
Tupaia belangeri polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Scandentia,0.3528307455272647,0.18287475065847675,0.542870277834255,TRUE,High
Loxodonta africana polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Proboscidea,0.2906504933311906,0.12311835314404587,0.5036533510526628,FALSE,Medium
Pygoscelis adeliae polyomavirus 1,Polyomaviridae,dsDNA,Aves,Sphenisciformes,0.18159117622622065,0.09140281229356051,0.3052246830183655,FALSE,Medium
Aves polyomavirus 1,Polyomaviridae,dsDNA,Aves,Psittaciformes,0.2890486721860831,0.13218001808063456,0.4815452238530807,FALSE,Medium
Sorex araneus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Eulipotyphla,0.49975793981018213,0.30659398643855196,0.7409191775307905,TRUE,Very high
Sorex coronatus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Eulipotyphla,0.45520236661765767,0.2630577344427895,0.6904069675403596,TRUE,High
Sorex minutus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Eulipotyphla,0.43122480026380144,0.24552795783732204,0.6691255468352567,TRUE,High
Equus caballus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Perissodactyla,0.20265525725519465,0.0949460980697455,0.3332410196477138,FALSE,Medium
Anser anser polyomavirus 1,Polyomaviridae,dsDNA,Aves,Anseriformes,0.13991332084600194,0.053844908229636945,0.28454352752768375,FALSE,Low
Corvus monedula polyomavirus 1,Polyomaviridae,dsDNA,Aves,Passeriformes,0.32943078994724967,0.2106291983723631,0.5302328481561555,TRUE,High
Cracticus torquatus polyomavirus 1,Polyomaviridae,dsDNA,Aves,Passeriformes,0.19282424585240548,0.09076346469686183,0.3233767789327525,FALSE,Medium
Erythrura gouldiae polyomavirus 1,Polyomaviridae,dsDNA,Aves,Passeriformes,0.2049682762393197,0.09756560334158734,0.3197838713692208,FALSE,Medium
Lonchura maja polyomavirus 1,Polyomaviridae,dsDNA,Aves,Passeriformes,0.27389080007411953,0.1513833986341484,0.4838980424267746,FALSE,Medium
Pyrrhula pyrrhula polyomavirus 1,Polyomaviridae,dsDNA,Aves,Passeriformes,0.2469240044549946,0.11938002588944929,0.43512175808452214,FALSE,Medium
Serinus canaria polyomavirus 1,Polyomaviridae,dsDNA,Aves,Passeriformes,0.2503979917574267,0.10569811796452677,0.45112995133248657,FALSE,Medium
Ailuropoda melanoleuca polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.2873926146576946,0.15888498286485972,0.48712776605211316,FALSE,Medium
Canis familiaris polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.18505200852390016,0.0930038257482668,0.3001809169284339,FALSE,Medium
Enhydra lutris polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.305889520518307,0.1448137074300608,0.5243917640449803,TRUE,High
Leptonychotes weddellii polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.3122592643090075,0.17527716238493035,0.44319773030240495,TRUE,High
Meles meles polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.20638019622971088,0.1116995829069059,0.3409100555413178,FALSE,Medium
Procyon lotor polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.23426515591045335,0.12751499814499925,0.4157972858878721,FALSE,Medium
Procyon lotor polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.2558380888681741,0.13936485044425628,0.39417333645523456,FALSE,Medium
Zalophus californianus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Carnivora,0.24316887867033388,0.14133680917930314,0.42522913142249197,FALSE,Medium
Delphinus delphis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Artiodactyla,0.3924779309446443,0.1941944260077212,0.6198654461754718,TRUE,High
Vicugna pacos polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Artiodactyla,0.2543634762614579,0.14431324378214622,0.4521037884815119,FALSE,Medium
Ateles paniscus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.26157066185842137,0.1468848134387862,0.4637921215558653,FALSE,Medium
Cebus albifrons polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.2998649397360628,0.1495834632384136,0.530628496281821,TRUE,High
Cercopithecus erythrotis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.3606115570784312,0.18787684742245503,0.5703905431554033,TRUE,High
Chlorocebus pygerythrus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.46654033055177657,0.2418536124372928,0.696008464754647,TRUE,High
Chlorocebus pygerythrus polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Primates,0.29839710473428155,0.16587174766372442,0.4954030157216689,TRUE,High
Chlorocebus pygerythrus polyomavirus 3,Polyomaviridae,dsDNA,Mammalia,Primates,0.23907685166656867,0.11828008556251823,0.43553711618787233,FALSE,Medium
Gorilla gorilla polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.310226822318869,0.15559890157649925,0.537419561302179,TRUE,High
Macaca fascicularis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.42586743868336524,0.2086360748765047,0.6819201708217755,TRUE,High
Pan troglodytes polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.4237104442315889,0.2259856708724953,0.697699923426718,TRUE,High
Pan troglodytes polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Primates,0.33063866928516916,0.17728548624391902,0.5382423461625505,TRUE,High
Pan troglodytes polyomavirus 3,Polyomaviridae,dsDNA,Mammalia,Primates,0.3712037442894364,0.2064919568640623,0.5877202311523544,TRUE,High
Pan troglodytes polyomavirus 4,Polyomaviridae,dsDNA,Mammalia,Primates,0.25313009485608023,0.13708810059427862,0.42970505914187707,FALSE,Medium
Pan troglodytes polyomavirus 5,Polyomaviridae,dsDNA,Mammalia,Primates,0.3974041826086156,0.19044158942518946,0.676442989775474,TRUE,High
Pan troglodytes polyomavirus 6,Polyomaviridae,dsDNA,Mammalia,Primates,0.25595463071996843,0.11179200053579871,0.42355221821451106,FALSE,Medium
Pan troglodytes polyomavirus 7,Polyomaviridae,dsDNA,Mammalia,Primates,0.3086986312716694,0.17005958770835575,0.4679397435697841,TRUE,High
Pan troglodytes polyomavirus 8,Polyomaviridae,dsDNA,Mammalia,Primates,0.5859706241478466,0.3425668048789746,0.8476373649154167,TRUE,Very high
Papio cynocephalus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.39332631723545525,0.21663835210345872,0.6551625150068607,TRUE,High
Papio cynocephalus polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Primates,0.34384027992411687,0.18809397527767807,0.5363690086113572,TRUE,High
Piliocolobus badius polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.27920866880790285,0.15209256945045285,0.4955029469249652,FALSE,Medium
Piliocolobus rufomitratus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.21419617952271272,0.10537281036285516,0.3712911027111938,FALSE,Medium
Pongo abelii polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.3904144290065963,0.19595085936486797,0.6933787926527932,TRUE,High
Pongo pygmaeus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.30294381971542206,0.1846015405195807,0.5158651527709973,TRUE,High
Saimiri boliviensis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.24638225018108834,0.12243853764579755,0.3967284092630869,FALSE,Medium
Saimiri sciureus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Primates,0.2100449056968756,0.10433347281400465,0.36776175819926127,FALSE,Medium
Mastomys natalensis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Rodentia,0.33473532945083784,0.1675764045555474,0.5733576077885842,TRUE,High
Microtus arvalis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Rodentia,0.15714593670777505,0.0733978452603393,0.2519151646571409,FALSE,Low
Mus musculus polyomavirus 3,Polyomaviridae,dsDNA,Mammalia,Rodentia,0.40266200216768505,0.22899845636760857,0.6698706822776249,TRUE,High
Myodes glareolus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Rodentia,0.22467492366452285,0.11407932851524274,0.3865653308028154,FALSE,Medium
Rattus norvegicus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Rodentia,0.2056929866046997,0.10009164349224076,0.36238346089468004,FALSE,Medium
Rattus norvegicus polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Rodentia,0.2010716598153323,0.08518848866935333,0.34310424758824487,FALSE,Medium
Human polyomavirus 10,Polyomaviridae,dsDNA,Mammalia,Primates,0.38159896197177867,0.196482488006668,0.6595405690070846,TRUE,High
Human polyomavirus 11,Polyomaviridae,dsDNA,Mammalia,Primates,0.46706239784592984,0.24976979215732703,0.7574889313575575,TRUE,High
Human polyomavirus 13,Polyomaviridae,dsDNA,Mammalia,Primates,0.3994410795792478,0.22427182123636902,0.6984434472504691,TRUE,High
Human polyomavirus 14,Polyomaviridae,dsDNA,Mammalia,Primates,0.4251030704112928,0.23301217024174692,0.6693275801146549,TRUE,High
Human polyomavirus 3,Polyomaviridae,dsDNA,Mammalia,Primates,0.4990550657367538,0.2855767733690655,0.7628998890868043,TRUE,High
Human polyomavirus 4,Polyomaviridae,dsDNA,Mammalia,Primates,0.4356793528257071,0.23649441694923146,0.6956765820412091,TRUE,High
Human polyomavirus 5,Polyomaviridae,dsDNA,Mammalia,Primates,0.425224177381382,0.24857783224113517,0.7018847620844437,TRUE,High
Human polyomavirus 6,Polyomaviridae,dsDNA,Mammalia,Primates,0.2016404655061318,0.11035799306238087,0.3229470070979528,FALSE,Medium
Human polyomavirus 7,Polyomaviridae,dsDNA,Mammalia,Primates,0.20795231616435936,0.09066030815630044,0.35741897226880837,FALSE,Medium
Human polyomavirus 8,Polyomaviridae,dsDNA,Mammalia,Primates,0.2888678413079717,0.16868302749791564,0.4485315032492283,FALSE,Medium
Human polyomavirus 9,Polyomaviridae,dsDNA,Mammalia,Primates,0.2631702984261712,0.12800933093528288,0.4744146189468568,FALSE,Medium
Acerodon celebensis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.1904177943923664,0.08315875905554246,0.3315744319923316,FALSE,Medium
Acerodon celebensis polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.3002053925996461,0.1460125868395859,0.5137736757108655,TRUE,High
Artibeus planirostris polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.32355825413243344,0.1486056838351233,0.5823415793962456,TRUE,High
Artibeus planirostris polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.2527927552093613,0.13089244794233396,0.44121727534728983,FALSE,Medium
Artibeus planirostris polyomavirus 3,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.16931519814146453,0.07446924468369814,0.28012486831102834,FALSE,Low
