UniversalName,Strain,Reservoir,Genbank.accession,WholeGenome,Vector.borne,Vector,OtherTaxonomicInfo,Reference_Reservoir,Reference_Vector
Swinepox virus,NA,Artiodactyl,NC_003389.1,1,0,NA,Automatic match,,
Tacaiuma orthobunyavirus,NA,NA,MF497779.1; MF497777.1; MF497772.1,1,1,mosquito,Automatic match,,
Tacaribe mammarenavirus,Ocozocoautla de Espinosa virus,Rodent,JN897398.1,0,0,none,Strain,,
Tacaribe mammarenavirus,Tacaribe virus,Vespbat,NC_004292.1; NC_004293.1,1,0,none,Strain,,
Taï Forest ebolavirus,Tai Forest ebolavirus,Orphan,NC_014372.1,1,0,none,NA,,
Tailam virus,Tailam virus,Rodent,NC_025355.1,1,0,none,Unclassified,,
Tamana bat virus,Tamana bat virus,Vespbat,NC_003996.1,1,0,none,Unclassified,,
Tamiami mammarenavirus,Tamiami virus,Rodent,NC_010702.1; NC_010701.1,1,0,none,NA,,
Tanapox virus,NA,NonHumanPrimate,NC_002642.1,1,?,unknown,Automatic match,,
Taro vein chlorosis nucleorhabdovirus,Taro vein chlorosis virus,Plant,NC_006942.1,1,1,unknown,NA,,
Taterapox virus,NA,Rodent,NC_008291.1,1,0,NA,Automatic match,,
Tembusu virus,Tembusu virus,Orphan,NC_015843.2,1,1,mosquito,NA,,
Pike fry sprivivirus,Tench rhabdovirus S64,Fish,NC_025371.1,1,0,none,Unclassified,,
Teschovirus A,NA,Artiodactyl,NC_003985.1,1,0,NA,NA,,
Thailand orthohantavirus,NA,Rodent,NC_034556.1; NC_034563.1; NC_034555.1,1,0,NA,Automatic match,,
Thiafora orthonairovirus,NA,NA,NC_029909.1; NC_029934.1; NC_029910.1,1,?,unknown,Automatic match,,
Thogoto virus,NA,Orphan,NC_006508.1; NC_006495.1; NC_006496.1; NC_006506.1; NC_006507.1; NC_006504.1,1,1,tick,Automatic match,,
Thottapalayam orthohantavirus,Thottapalayam virus,Soricomorph,NC_010707.1; NC_010708.1; NC_010704.1,1,0,none,NA,,
Tibrogargan tibrovirus,Tibrogargan virus,Artiodactyl,NC_020804.1,1,1,midge,NA,,
Tick-borne encephalitis virus,Tick-borne encephalitis virus,Rodent,NC_001672.1,1,1,tick,NA,,
Tioman rubulavirus,Tioman virus,Pterobat,NC_004074.1,1,0,none,NA,,
Tomato spotted wilt orthotospovirus,Tomato spotted wilt virus,Plant,NC_002052.1; NC_002050.1; NC_002051.1,1,1,thrip,NA,,
Tomato zonate spot virus,Tomato zonate spot virus,Plant,NC_010491.1; NC_010490.1; NC_010489.1,1,1,thrip,Unclassified,,
Tonate virus,NA,Passeriformes,AF075254.1,1,1,bedbug,Automatic match,Monath1980,Monath1980
Tree shrew mastadenovirus A,NA,Scandentia,AC_000190.1,1,0,NA,NA,,
Tremovirus A,Avian encephalomyelitis virus,Galliformes,NC_003990.1,1,0,none,NA,﻿Knipe2013,
Tuhoko rubulavirus 1,Tuhoko virus 1,Pterobat,NC_025410.1,1,0,none,NA,,
Tuhoko rubulavirus 2,Tuhoko virus 2,Pterobat,NC_025348.1,1,0,none,NA,,
Tuhoko rubulavirus 3,Tuhoko virus 3,Pterobat,NC_025350.1,1,0,none,NA,,
Tula orthohantavirus,Tula virus,Rodent,NC_005226.1; NC_005228.1; NC_005227.2,1,0,none,NA,,
Tulane virus,Tulane virus,NonHumanPrimate,EU391643.1,1,0,none,Unclassified,,
Tupaia hepatovirus A,Tupaia hepatovirus A,Scandentia,NC_028981.1,1,0,none,Unclassified,,
Tupaia paramyxovirus,Tupaia paramyxovirus,Scandentia,NC_002199.1,1,0,none,Unclassified,,
Tupaia tupavirus,Tupaia virus,Scandentia,NC_007020.1,1,0,none,NA,,
Tupaiid betaherpesvirus 1,NA,Scandentia,NC_002794.1,1,0,NA,NA,,
Turkey calicivirus,Turkey calicivirus,Galliformes,JQ347522.1,1,0,none,Unclassified,wolf2012,
Turlock orthobunyavirus,NA,Passeriformes,KP792687.1; KP792686.1; KP792685.2,1,1,mosquito,Automatic match,Scott1983,
Tylonycteris bat coronavirus HKU4,Bat coronavirus HKU4,Vespbat,NC_009019.1,1,0,none,NA,,
Tyuleniy virus,Tyuleniy virus,Charadriiformes,NC_023424.1,1,1,tick,NA,nuttall1984,
Uganda S virus,NA,Rodent,NC_033698.1,1,1,mosquito,Automatic match,,
Una virus,Una virus,NonHumanPrimate,HM147992.1,1,1,mosquito,NA,,
Ungulate bocaparvovirus 1,NA,Artiodactyl,NC_001540.1,1,0,NA,NA,,
Ungulate protoparvovirus 1,NA,Artiodactyl,NC_001718.1,1,0,NA,NA,,
Usutu virus,Usutu virus,MULTIPLE,NC_006551.1,1,1,mosquito,NA,ashraf2015,
Uukuniemi phlebovirus,Uukuniemi virus,Orphan,NC_005214.1; NC_005220.1; NC_005221.1,1,1,tick,NA,,
Vaccinia virus,NA,NONE,,,0,NA,Automatic match,,
Variola virus,NA,Human,NC_001611.1,1,0,NA,Automatic match,,
Venezuelan equine encephalitis virus,Subtype IE (enzootic),Rodent,KC344449.1,1,1,mosquito,NA,weaver2004,
Venezuelan equine encephalitis virus,Subtype IC (epizootic),Perissodactyla,KC344484.1,1,1,mosquito,,weaver2004,
Vesicular exanthema of swine virus,San Miguel sea lion virus 1,Carnivore,U15301.2,1,0,none,Strain,,
Vesicular exanthema of swine virus,Walrus calicivirus,Carnivore,NC_004541.1,1,0,none,Strain,,
Vesicular exanthema of swine virus,Reptile vesivirus,Reptile,JX047864.1,1,0,none,Strain,,
Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Artiodactyl,NC_002551.1,1,0,none,Strain,,
Vesivirus ferret badger/JX12/China/2012,Vesivirus ferret badger,Carnivore,NC_027122.1,1,0,none,Unclassified,,
Visna/maedi virus,NA,Artiodactyl,NC_001452.1,1,0,NA,Automatic match,,
Volepox virus,NA,Rodent,NC_031033.1,1,0,NA,Automatic match,,
Wad Medani virus,NA,NA,NC_027533.1; NC_027539.1; NC_027540.1; NC_027541.1; NC_027542.1; NC_027543.1; NC_027544.1; NC_027545.1; NC_027546.1; NC_027547.1,1,1,tick,Automatic match,,
Wallal virus,NA,Macropod,NC_022553.1; NC_022554.1; NC_022555.1; NC_022560.1; NC_022556.1; NC_022561.1; NC_022562.1; NC_022557.1; NC_022558.1; NC_022559.1,1,1,midge,Automatic match,,
Warrego virus,NA,Macropod,KJ495755.1; KJ495756.1; KJ495757.1; KJ495758.1; KJ495759.1; KJ495760.1; KJ495762.1; KJ495761.1; KJ495763.1; KJ495764.1,1,1,midge,Automatic match,,
Watermelon silver mottle orthotospovirus,Watermelon silver mottle virus,Plant,NC_003832.1; NC_003841.1; NC_003843.1,1,1,thrip,NA,,
Wenzhou mammarenavirus,Wenzhou virus,Rodent,NC_026019.1; NC_026018.1,1,0,none,NA,,
Wesselsbron virus,Wesselsbron virus,Orphan,NC_012735.1,1,1,mosquito,NA,,
West Caucasian bat lyssavirus,West Caucasian bat virus,Vespbat,NC_025377.1,1,0,none,NA,,
West Nile virus,West Nile virus,Passeriformes,NC_001563.2,1,1,mosquito,NA,Knipe2013,
Western equine encephalitis virus,Western equine encephalitis virus,Passeriformes,NC_003908.1,1,1,mosquito,NA,Knipe2013,Knipe2013
Whataroa virus,Whataroa virus,Passeriformes,NC_016961.1,1,1,mosquito,NA,miles1971,
White bream virus,White bream virus,Fish,NC_008516.1,1,0,none,NA,,
White-eye coronavirus HKU16,White-eye coronavirus HKU16,Orphan,NC_016991.1,1,0,none,NA,woo2012a,
Whitewater Arroyo mammarenavirus,Whitewater arroyo virus,Rodent,NC_010703.1; NC_010700.1,1,0,none,Strain,,
Wigeon coronavirus HKU20,Wigeon coronavirus HKU20,Orphan,NC_016995.1,1,0,none,NA,woo2012a,
Wongabel hapavirus,Wongabel virus,Orphan,NC_011639.1,1,1,midge,NA,,
Wongorr virus,NA,NA,,,NA,NA,Automatic match,,
Woodchuck hepatitis virus,NA,Rodent,NC_004107.1,1,0,NA,Automatic match,,
Woolly monkey sarcoma virus,NA,NonHumanPrimate,NC_009424.5,1,0,NA,Automatic match,,
Wyeomyia orthobunyavirus,NA,Orphan,NC_034212.1; NC_034213.1; NC_034211.1,1,1,mosquito,Automatic match,,
Xiburema virus,Xiburema virus,Orphan,NC_025362.1,1,1,mosquito,Unclassified,,
Xipapillomavirus 1,NA,Artiodactyl,NC_004197.1,1,0,NA,NA,,
Yaba monkey tumor virus,NA,NonHumanPrimate,NC_005179.1,1,0,NA,Automatic match,,
Yellow fever virus,Yellow fever virus – African sylvatic cycle,NonHumanPrimate,JX898869.1,1,1,mosquito,NA,Knipe2013,Knipe2013
Yellow fever virus,Yellow fever virus – African urban cycle,Human,JX898871.1,1,1,mosquito,,Knipe2013,Knipe2013
Yokose virus,Yokose virus,Vespbat,NC_005039.1,1,?,unknown,NA,,
Yug Bogdanovac vesiculovirus,Yug Bogdanovac virus,Orphan,NC_025378.1,1,1,sandfly,NA,,
Zaire ebolavirus,Zaire ebolavirus,Pterobat,NC_002549.1,1,0,none,NA,,
Zegla orthobunyavirus,NA,Orphan,NC_043687.1; NC_043688.1; NC_043686.1,1,?,unknown,Automatic match,,
Zetapapillomavirus 1,NA,Perissodactyla,NC_003748.1,1,0,NA,NA,,
Zika virus,Zika virus,Orphan,NC_012532.1,1,1,mosquito,NA,,
African green monkey polyomavirus,NA,NonHumanPrimate,NC_004763.2,1,0,NA,Added Nov 2018,﻿Knipe2013,
Bhanja virus,,Artiodactyl,NC_027140.1; NC_027141.1; NC_027142.1,1,1,tick,Added Nov 2018,﻿Hubalek2009,﻿Hubalek2009
Choclo orthohantavirus,,Rodent,NC_038374.1; NC_038373.1,1,0,NA,Added Nov 2018,﻿Vincent2000,
Ekpoma 1 tibrovirus,,Orphan,NC_038282.1,1,,unknown,Added Nov 2018,﻿Stremlau2015,
Ekpoma 2 tibrovirus,,Orphan,NC_038283.1,1,,unknown,Added Nov 2018,﻿Stremlau2015,
Gan Gan virus,,,KR013232.1; KR013233.1; KR013234.1,1,1,mosquito,Added Nov 2018,,﻿Russell1991; ﻿Gauci2016
Mammalian 2 bornavirus,,Orphan,NC_030701.1,1,,unknown,Added Nov 2018,﻿Hoffmann2015,
Rotavirus H,,Orphan,NC_007548.1; NC_007549.1; NC_007550.1; NC_007551.1; NC_007552.1; NC_007553.1; NC_007554.1; NC_007555.1; NC_007556.1; NC_007557.1; NC_007558.1,1,0,,Added Nov 2018,﻿Yinda2018,
Trubanaman virus,,,KR013235.1; KR013236.1; KR013237.1,1,1,mosquito,Added Nov 2018,﻿Gauci2016,﻿Gauci2016
Acara orthobunyavirus,,,,,1,mosquito,Added Nov 2018,,﻿Plyusnin2011
Aedes pseudoscutellaris reovirus,,Insect,NC_007666.1; NC_007667.1; NC_007668.1; NC_007669.1; NC_007670.1; NC_007671.1; NC_007672.1; NC_007673.1; NC_007674.1,1,0,mosquito,Added Nov 2018,﻿Attoui2005,
African pouched rat arterivirus,,Orphan,NC_026439.1,1,,,Added Nov 2018,,
Aichivirus B,,Artiodactyl,NC_004421.1,1,0,,Added Nov 2018,﻿Jeoung2011; ﻿Khamrin2014,
Aichivirus C,,Artiodactyl,NC_011829.1,1,0,,Added Nov 2018,﻿Khamrin2014,
Aichivirus D,,Orphan,NC_027919.1,1,0,,Added Nov 2018,﻿Otomaru2016,
Aichivirus E,,Orphan,KT325852.1,1,0,,Added Nov 2018,﻿Pankovics2016,
Aichivirus F,,Orphan,KJ641694.1,1,0,,Added Nov 2018,﻿Li2010a,
Alajuela orthobunyavirus,,,NC_038717.1; NC_038715.1; NC_038716.1,1,1,mosquito,Added Nov 2018,,﻿Plyusnin2011
Alfalfa dwarf cytorhabdovirus,,Plant,NC_028237.2,1,,,Added Nov 2018,,
Amga orthohantavirus,,Orphan,KF974359.1; KF974360.1,0,,,Added Nov 2018,﻿Yanagihara2015,
Ampivirus A,,Orphan,NC_027214.1,1,,,Added Nov 2018,﻿Reuter2015,
Aquareovirus A,,Fish,NC_007582.1; NC_007583.1; NC_007584.1; NC_007586.1; NC_007592.1; NC_007585.1; NC_007587.1; NC_007588.1; NC_007589.1; NC_007590.1; NC_007591.1,1,0,,Added Nov 2018,﻿Lupiani1995,
Aquareovirus B,,Fish,NC_038630.1; NC_038629.1; NC_038624.1; NC_038625.1; NC_038631.1; NC_038626.1; NC_038627.1; NC_038632.1; NC_038628.1; NC_038633.1,1,0,,Added Nov 2018,﻿Lupiani1995,
Aquareovirus C,,Fish,NC_005166.1; NC_005167.1; NC_005168.1; NC_005169.1; NC_005170.1; NC_005171.1; NC_005172.1; NC_005173.1; NC_005174.1; NC_005175.1; NC_005176.1,1,0,,Added Nov 2018,﻿Lupiani1995,
Aquareovirus D,,Fish,,,0,,Added Nov 2018,﻿Lupiani1995,
Aquareovirus E,,Fish,NC_038640.1; NC_038634.1; NC_038635.1; NC_038641.1; NC_038636.1; NC_038637.1; NC_038643.1; NC_038639.1; NC_038638.1; NC_038642.1; NC_038644.1,1,0,,Added Nov 2018,﻿Lupiani1995,
Aquareovirus F,,Fish,,,0,,Added Nov 2018,﻿Lupiani1995,
Aquareovirus G,,Fish,NC_010584.1; NC_010585.1; NC_010586.1; NC_010587.1; NC_010588.1; NC_010589.1; NC_010590.1; NC_010591.1; NC_010592.1; NC_010593.1; NC_010594.1,1,0,,Added Nov 2018,﻿Lupiani1995,
Asama orthohantavirus,,Orphan,NC_038274.1; NC_038273.1,0,,,Added Nov 2018,﻿Arai2008,
Asikkala orthohantavirus,,Orphan,KC880348.1; KC880345.1; KC880342.1,1,,,Added Nov 2018,﻿Radosa2013,
Avian avulavirus 13,,,NC_030231.1,1,,,Added Nov 2018,,
Avian avulavirus 2,APMV-2/Chicken/California/Yucaipa/56,Galliformes,NC_039230.1,1,0,,Added Nov 2018,gogoi2017,
Avian avulavirus 2,APMV-2/Finch/N.Ireland/Bangor/73,Passeriformes,HM159995.1,1,0,,,gogoi2017,
Avian carcinoma Mill Hill virus 2,,NONE,,,,,Added Nov 2018,﻿Hu1978,
Avian leukosis virus,,Galliformes,NC_001408.1,1,0,,Added Nov 2018,﻿Gao2010; Knipe2013,
Avian myeloblastosis virus,,NONE,,,,,Added Nov 2018,,
Avian myelocytomatosis virus 29,,NONE,,,,,Added Nov 2018,,
Avian orthoreovirus,,Galliformes,NC_015126.1; NC_015128.1; NC_015127.1; NC_015129.1; NC_015130.1; NC_015131.1; NC_015132.1; NC_015133.1; NC_015134.1; NC_015135.1,1,0,,Added Nov 2018,﻿Jones2000,
Avian sapelovirus,,,NC_006553.1,1,,,Added Nov 2018,,
Avian sarcoma virus CT10,,NONE,,,,,Added Nov 2018,Knipe2013,
Avisivirus A,,Orphan,NC_038304.1,1,,,Added Nov 2018,﻿Boros2013,
Badu phasivirus,,Insect,NC_038257.1; NC_038258.1; NC_038259.1,1,0,mosquito,Added Nov 2018,﻿Hobson-peters2016,﻿Hobson-peters2016
Ball python nidovirus 1,,Reptile,NC_024709.1,1,,,Added Nov 2018,﻿Stenglein2014,
Balsa almendravirus,,Orphan,,,,,Added Nov 2018,﻿Contreras2017,﻿Contreras2017
Barley yellow striate mosaic cytorhabdovirus,,Plant,NC_028244.1,1,,,Added Nov 2018,,
Bat mumps rubulavirus,,Orphan,NC_038271.1,1,,,Added Nov 2018,﻿Drexler2012,
Batama orthobunyavirus,,,NC_038722.1,1,,unknown,Added Nov 2018,,Knipe2013
Benevides orthobunyavirus,,,,,1,mosquito,Added Nov 2018,,Knipe2013
Bertioga orthobunyavirus,,,KY013487.1; KY013488.1; KY013489.1,1,,unknown,Added Nov 2018,,Knipe2013
Blotched snakehead virus,,Fish,NC_005983.1,0,,,Added Nov 2018,,
Botambi orthobunyavirus,,,,,1,mosquito,Added Nov 2018,,Knipe2013
Bovine nidovirus 1,,Orphan,NC_027199.1,1,,,Added Nov 2018,﻿Tokarz2018,
Bovine rhinitis A virus,,Artiodactyl,NC_038303.1,1,0,,Added Nov 2018,﻿Murray2016,
Bovine rhinitis B virus,,,NC_010354.1,1,,,Added Nov 2018,,
Bowe orthohantavirus,,Orphan,NC_034407.1; NC_034406.1; NC_034405.1,1,,,Added Nov 2018,﻿Gu2013,
Broccoli necrotic yellows cytorhabdovirus,,Plant,,,,,Added Nov 2018,,
Bruges orthohantavirus,,Eulipotyphla,NC_034402.1; NC_034395.1; NC_034394.1,1,0,,Added Nov 2018,﻿Laenen2018,
Bulbul coronavirus HKU11,,Orphan,NC_011547.1,1,0,,Added Nov 2018,﻿Woo2009,
Burana orthonairovirus,,,NC_031284.1; NC_031285.1; NC_031286.1,1,1,tick,Added Nov 2018,,﻿Kuhn2016
Bushbush orthobunyavirus,,,,,1,mosquito,Added Nov 2018,,Knipe2013
Cadicivirus A,,Carnivore,NC_021178.1,1,0,,Added Nov 2018,﻿Woo2012,
Cao Bang orthohantavirus,,Eulipotyphla,NC_034485.1; NC_034474.1; NC_034484.1,1,0,,Added Nov 2018,﻿Gu2016,
Capim orthobunyavirus,,,NC_034482.1; NC_034493.1; NC_034483.1,1,1,mosquito,Added Nov 2018,,Knipe2013
Carajas vesiculovirus,,,NC_038285.1,1,1,sandfly,Added Nov 2018,,﻿TravassosdaRosa1984
Cardiovirus C,,Orphan,NC_038305.1,1,,,Added Nov 2018,,
Chaco sripuvirus,,Reptile,NC_034550.1,1,,,Added Nov 2018,causey1966,
Chenuda virus,,,KP268794.1; KP268795.1; KP268796.1; KP268797.1; KP268798.1; KP268799.1; KP268800.1; KP268801.1; KP268802.1; KP268803.1,1,1,tick,Added Nov 2018,,﻿Labuda2004; ﻿Attoui2015
Chick syncytial virus,,,,,,,Added Nov 2018,,
Chilibre phlebovirus,,,MK330756.1; MK330757.1; MK330758.1,1,1,sandfly,Added Nov 2018,,﻿Knipe2013; Elliott2014
Chinook salmon nidovirus 1,,Fish,NC_026812.1,1,,,Added Nov 2018,﻿Schutze2016,
Coffee ringspot dichorhavirus,,Plant,NC_038756.1; NC_038755.1,1,,,Added Nov 2018,,
Colocasia bobone disease-associated cytorhabdovirus,,Plant,NC_034551.1,1,,,Added Nov 2018,,
Coot Bay almendravirus,,Insect,,,0,mosquito,Added Nov 2018,﻿Contreras2017a,﻿Contreras2017a
Cosavirus A,,Human,NC_012800.1,1,,,Added Nov 2018,﻿Kapoor2008,
Cosavirus B,,Orphan,NC_012801.1,1,,,Added Nov 2018,﻿Kapoor2008,
Cosavirus D,,Orphan,NC_012802.1,1,,,Added Nov 2018,﻿Kapoor2008,
Cosavirus E,,Orphan,NC_012798.1,1,,,Added Nov 2018,﻿Holtz2008,
Cosavirus F,,Orphan,NC_034385.1,1,,,Added Nov 2018,﻿Kapusinszky2012,
Cumuto goukovirus,,Insect,KF543244.1; KF543245.1; KF543246.1,1,0,mosquito,Added Nov 2018,﻿Auguste2014,﻿Auguste2014
Cypovirus 1,,Insect,NC_003016.1; NC_003017.1; NC_003018.1; NC_003019.1; NC_003020.1; NC_003021.1; NC_003022.1; NC_003023.1; NC_003024.1; NC_003025.1,1,0,,Added Nov 2018,Knipe2013,
Cypovirus 10,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 11,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 12,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 13,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 14,,Insect,NC_003006.1; NC_003007.1; NC_003008.1; NC_003009.1; NC_003010.1; NC_003011.1; NC_003012.1; NC_003013.1; NC_003014.1; NC_003015.1,1,0,,Added Nov 2018,Knipe2013,
Cypovirus 15,,Insect,NC_002557.1; NC_002558.1; NC_002559.1; NC_002567.1; NC_002560.1; NC_002561.1; NC_002562.1; NC_002563.1; NC_002564.1; NC_002565.1; NC_002566.1,1,0,,Added Nov 2018,Knipe2013,
Cypovirus 16,,Insect,NC_038648.1; NC_038649.1; NC_038652.1; NC_038645.1; NC_038651.1; NC_038646.1; NC_038647.1; NC_038650.1,0,0,,Added Nov 2018,Knipe2013,
Cypovirus 2,,Insect,NC_023491.1; NC_023486.1; NC_023492.1; NC_023487.1; NC_023488.1; NC_023493.1; NC_023489.1; NC_023494.1; NC_023490.1; NC_023495.1,1,0,,Added Nov 2018,Knipe2013,
Cypovirus 3,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 4,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 5,,Insect,NC_010670.1; NC_010669.1; NC_010668.1; NC_010667.1; NC_010666.1; NC_010665.1; NC_010662.1; NC_010664.1; NC_010663.1; NC_010661.1,1,0,,Added Nov 2018,Knipe2013,
Cypovirus 6,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 7,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 8,,Insect,,,0,,Added Nov 2018,Knipe2013,
Cypovirus 9,,Insect,,,0,,Added Nov 2018,Knipe2013,
Dabieshan orthohantavirus,,Rodent,NC_038383.1; NC_038384.1,1,0,,Added Nov 2018,﻿Lin2012,
Datura yellow vein nucleorhabdovirus,,Plant,NC_028231.1,1,,,Added Nov 2018,,
DeBrazza’s monkey arterivirus,,,NC_026509.1,1,,,Added Nov 2018,,
Drosophila affinis sigmavirus,,Insect,NC_038278.1,1,0,,Added Nov 2018,,
Drosophila ananassae sigmavirus,,Insect,NC_038279.1,1,0,,Added Nov 2018,,
Drosophila immigrans sigmavirus,,Insect,NC_038280.1,1,0,,Added Nov 2018,,
Drosophila tristis sigmavirus,,Insect,,,0,,Added Nov 2018,,
Drosophila X virus,,Insect,NC_004177.1; NC_004169.1,1,0,,Added Nov 2018,,
Durham tupavirus,,Orphan,NC_038284.1,1,,,Added Nov 2018,﻿Allison2011,
Echinochloa hoja blanca tenuivirus,,Plant,NC_038934.1; NC_038935.1; NC_038936.1,0,,,Added Nov 2018,,
Echinochloa ragged stunt virus,,Plant,,,,,Added Nov 2018,,
Edge Hill virus,,Orphan,NC_030289.1,1,NA,mosquito,Added Nov 2018,﻿Weissenbock2010,﻿Weissenbock2010
Elapid 1 bornavirus,,Reptile,NC_024778.1,1,,,Added Nov 2018,﻿Kuhn2014,
Enterovirus E,,Artiodactyl,NC_001859.1,1,0,,Added Nov 2018,﻿Zhu2014,
Enterovirus F,,Artiodactyl,NC_021220.1,1,0,,Added Nov 2018,﻿Zell2018,
Enterovirus J,,NonHumanPrimate,NC_013695.1,1,0,,Added Nov 2018,﻿Mombo2017,
Eriocheir sinensis reovirus,,Crustacean,NC_043180.1; NC_043185.1; NC_043183.1; NC_043184.1; NC_043182.1; NC_043190.1; NC_043186.1; NC_043181.1; NC_043187.1; NC_043191.1; NC_043189.1; NC_043188.1,1,,,Added Nov 2018,,
Estero Real orthobunyavirus,,,MH017280.1; MH017286.1; MH017274.1,1,,tick,Added Nov 2018,,Knipe2013
Fathead minnow nidovirus 1,,Fish,NC_038295.1,1,,,Added Nov 2018,,
Festuca leaf streak cytorhabdovirus,,Plant,,,,,Added Nov 2018,,
Fiji disease virus,,Plant,NC_007159.1; NC_007154.1; NC_007158.1; NC_007155.1; NC_007160.1; NC_007157.1; NC_007163.1; NC_007161.1; NC_007156.1; NC_007162.1,1,,,Added Nov 2018,,
Finkel-Biskis-Jinkins murine sarcoma virus,,NONE,,,,,Added Nov 2018,,
Flanders hapavirus,,Passeriformes,NC_039202.1,1,1,mosquito,Added Nov 2018,﻿Golnar2018,﻿Golnar2018
Free State vervet virus,,,KT166441.1,1,,,Added Nov 2018,,
Frijoles phlebovirus,,,KX611391.1; KX611392.1; KX611393.1,1,,sandfly,Added Nov 2018,,Knipe2013
Fugong orthohantavirus,,Orphan,NC_034467.1; NC_034466.1; NC_034473.1,1,,,Added Nov 2018,﻿Ge2016,
Fujinami sarcoma virus,,NONE,,,,,Added Nov 2018,Knipe2013,
Fukuoka ledantevirus,,,NC_034454.1,1,,,Added Nov 2018,,
Fusong orthohantavirus,,Rodent,NC_038447.1; NC_038446.1,1,0,,Added Nov 2018,﻿Zou2008,
Gadgets Gully virus,,Orphan,NC_033723.1,1,1,tick,Added Nov 2018,﻿Major2009,﻿Labuda2004
Gallivirus A,,Orphan,NC_018400.1,1,0,,Added Nov 2018,﻿Boros2012,
Gamboa orthobunyavirus,,Orphan,NC_038729.1; NC_038730.1; NC_038731.1,1,1,mosquito,Added Nov 2018,﻿Eastwood2016,Knipe2013
Gardner-Arnstein feline sarcoma virus,,NONE,,,0,,Added Nov 2018,Knipe2013,
Garlic dwarf virus,,Plant,,,,,Added Nov 2018,,
Gray Lodge hapavirus,,,NC_034541.1,1,,,Added Nov 2018,,
Groundnut ringspot orthotospovirus,,Plant,NC_043503.1; NC_043502.1; NC_043504.1,1,,,Added Nov 2018,,
Groundnut yellow spot orthotospovirus,,Plant,NC_043210.1,0,,,Added Nov 2018,,
Guajara orthobunyavirus,,,NC_038734.1; NC_038733.1; NC_038732.1,1,,,Added Nov 2018,,
Hardy-Zuckerman feline sarcoma virus,,NONE,,,0,,Added Nov 2018,Knipe2013,
Hart Park hapavirus,,,NC_034447.1,1,1,mosquito,Added Nov 2018,,﻿Boyd1972
Harvey murine sarcoma virus,,NONE,,,0,,Added Nov 2018,Knipe2013,
Hazara orthonairovirus,,Orphan,NC_038709.1; NC_038710.1; NC_038711.1,1,1,tick,Added Nov 2018,﻿Shimada2016,Knipe2013
Hepacivirus A,,Perissodactyla,NC_038425.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus B,,Orphan,NC_038426.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus D,,Orphan,NC_031950.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus E,,Orphan,KC815310.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus F,,Orphan,NC_038427.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus G,,Orphan,KJ950938.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus H,,Orphan,KJ950939.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus I,,Orphan,NC_038428.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus J,,Orphan,NC_038429.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepacivirus K,,Orphan,NC_038430.1,1,,,Added Nov 2018,﻿Smith2016a,
Hepacivirus L,,Orphan,NC_031916.1,1,,,Added Nov 2018,﻿Smith2016a,
Hepacivirus M,,Orphan,NC_038431.1,1,,,Added Nov 2018,﻿Smith2016a,
Hepacivirus N,,Artiodactyl,NC_038432.1,1,0,,Added Nov 2018,﻿Smith2016a,
Hepatovirus C,,Orphan,NC_038313.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hepatovirus D,,Orphan,NC_028363.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hepatovirus E,,Orphan,NC_038314.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hepatovirus F,,Orphan,NC_038315.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hepatovirus G,,Orphan,NC_038316.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hepatovirus H,,Orphan,NC_028365.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hepatovirus I,,Orphan,NC_028364.1,1,0,,Added Nov 2018,﻿Drexler2015,
Hughes orthonairovirus,,Charadriiformes,KU925479.1; KU925480.1; KU925481.1,1,1,tick,Added Nov 2018,Knipe2013,Labuda2004
Hunnivirus A,,Orphan,NC_018668.1,1,,,Added Nov 2018,﻿Reuter2012,
Idnoreovirus 1,,Insect,NC_043368.1; NC_043369.1; NC_043370.1; NC_043373.1; NC_043367.1; NC_043371.1; NC_043372.1,0,0,,Added Nov 2018,Knipe2013,
Idnoreovirus 2,,Insect,,,0,,Added Nov 2018,Knipe2013,
